customer_id,display_name,structure,is_company,jurisdiction,pep_level,cash_intensive_business,primary_matter_type,designated_service,delivery_channel,occupation,declared_annual_income_aud,onboarded_date,customer_type_score,jurisdiction_score,service_score,channel_score
CUST-10399,Shannon Johnston,Individual,False,Singapore,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Remote (video/email only),Nurse,62000.0,2025-10-06,0,0,0,1
CUST-10400,"Sullivan, Bowman and Roberts",Pty Ltd Company - multi-layer ownership,True,Canada,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Remote (video/email only),Property Developer,377000.0,2026-02-16,1,0,2,1
CUST-10401,Vincent Jackson,Individual,False,Cyprus,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Teacher,48000.0,2025-04-26,0,1,0,0
CUST-10402,"Stevens, Norris and Cox",Unit Trust,True,Cambodia,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Administrator,92000.0,2026-01-01,0,1,0,0
CUST-10403,Brian Graham,Individual,False,Germany,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Real Estate Agent,203000.0,2025-05-02,0,0,1,0
CUST-10404,Warren-Foster,Unit Trust,True,Germany,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Engineer,149000.0,2025-02-23,0,0,2,0
CUST-10405,Reese-Walker,Pty Ltd Company - simple,True,Germany,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,Nurse,60000.0,2026-08-23,0,0,2,0
CUST-10406,Jones Ltd,Unit Trust,True,United Kingdom,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Accountant,132000.0,2025-10-28,0,0,0,1
CUST-10407,Schmidt and Sons,Foreign-incorporated entity,True,Australia,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Administrator,82000.0,2025-07-20,1,0,2,0
CUST-10408,Bell-Mullen,Family Trust,True,New Zealand,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Face-to-face,Real Estate Agent,147000.0,2026-02-18,0,0,0,0
CUST-10409,Brittany Garcia,Individual,False,Germany,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,Teacher,93000.0,2026-08-01,0,0,2,0
CUST-10410,Christopher Hernandez,Individual,False,Canada,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Public Servant,56000.0,2025-06-19,0,0,0,0
CUST-10411,"Jones, Bean and Burton",Pty Ltd Company - simple,True,Germany,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,IT Consultant,102000.0,2025-07-18,0,0,0,0
CUST-10412,Justin Riley,Individual,False,United Kingdom,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Remote (video/email only),Administrator,57000.0,2025-05-27,0,0,0,1
CUST-10413,Sonia Day,Individual,False,Australia,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Property Developer,368000.0,2025-10-08,0,0,0,0
CUST-10414,"Morris, Maddox and Stewart",Pty Ltd Company - multi-layer ownership,True,Australia,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,IT Consultant,140000.0,2026-07-01,1,0,0,0
CUST-10415,John Welch,Individual,False,United States,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Remote (video/email only),Accountant,194000.0,2026-08-14,0,0,1,1
CUST-10416,Leslie Bell,Individual,False,Germany,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Engineer,137000.0,2024-11-21,0,0,0,0
CUST-10417,Joel Johnson,Individual,False,Cyprus,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Tradesperson,84000.0,2025-09-02,0,1,1,0
CUST-10418,Decker-Jones,Discretionary Trust,True,Australia,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Administrator,67000.0,2025-04-09,1,0,1,0
CUST-10419,Savannah Gilbert,Individual,False,Singapore,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Accountant,132000.0,2025-11-27,0,0,2,0
